2024_03_18_11_11_54,2.5034193e-11
2024_03_18_11_11_54,-inf
2024_03_18_11_11_54,-inf
2024_03_18_11_12_20,2.5034193e-11
2024_03_18_11_12_45,2.5034193e-11
2024_03_18_11_13_38,
2024_03_18_11_14_00,-inf
2024_03_18_11_14_00,-inf
2024_03_18_11_14_00,-inf
2024_03_18_11_14_22,2.2954487e-11
2024_03_18_11_14_22,-inf
2024_03_18_11_14_22,-inf
2024_03_18_11_14_48,2.5034193e-11
2024_03_18_11_14_48,-inf
2024_03_18_11_15_10,2.2954487e-11
2024_03_18_11_15_33,2.2954487e-11
2024_03_18_11_15_58,2.5034193e-11
2024_03_18_11_16_19,
2024_03_18_11_17_04,2.2954487e-11
2024_03_18_11_17_04,-inf
2024_03_18_11_17_04,-inf
2024_03_18_11_17_27,2.2954487e-11
2024_03_18_11_17_49,2.2954487e-11
2024_03_18_11_19_41,
2024_03_18_11_20_04,-inf
2024_03_18_11_20_04,-inf
2024_03_18_11_20_27,0.70710677
2024_03_18_11_20_27,-inf
2024_03_18_11_20_50,0.70710677
2024_03_18_11_20_50,-inf
2024_03_18_11_21_11,0.70710677
2024_03_18_11_21_11,-inf
2024_03_18_11_21_11,-inf
2024_03_18_11_21_11,-inf
2024_03_18_11_21_11,-inf
2024_03_18_11_21_11,-inf
2024_03_18_11_21_11,-inf
2024_03_18_11_21_12,-inf
2024_03_18_11_21_12,-inf
2024_03_18_11_21_12,-inf
2024_03_18_11_21_33,0.70710677
2024_03_18_11_21_33,-inf
2024_03_18_11_21_54,0.70710677
2024_03_18_11_21_54,-inf
2024_03_18_11_22_04,
2024_03_18_11_22_25,-inf
2024_03_18_11_22_25,-inf
2024_03_18_11_22_47,0.70710677
2024_03_18_11_23_08,0.70710677
2024_03_18_11_23_30,0.70710677
2024_03_18_11_23_30,-inf
2024_03_18_11_23_53,0.70710677
2024_03_18_11_23_53,-inf
2024_03_18_11_24_14,0.70710677
2024_03_18_11_24_37,0.70710677
2024_03_18_11_24_37,-inf
2024_03_18_11_24_37,-inf
2024_03_18_11_24_37,-inf
2024_03_18_11_31_38,
2024_03_18_11_31_45,
2024_03_18_11_36_44,
2024_03_18_11_37_33,2.5034193e-11
2024_03_18_11_37_59,2.5034193e-11
2024_03_18_11_38_43,
2024_03_18_11_38_55,
2024_03_18_11_39_16,-inf
2024_03_18_11_39_16,-inf
2024_03_18_11_39_16,-inf
2024_03_18_11_39_16,-inf
2024_03_18_11_39_16,-inf
2024_03_18_11_39_16,-inf
2024_03_18_11_39_16,-inf
2024_03_18_11_39_16,-inf
2024_03_18_11_39_16,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
2024_03_18_11_39_17,-inf
