observation-1,observation-2,observation-3,observation-4,observation-5
18441413.192,1.5,0.005,0.005,15696700.482
3559117.095,1.5,0.005,0.005,814404.385
58352243.636,1.5,0.005,0.005,55607530.926
55355920.765,1.5,0.005,0.005,52611208.055
17189731.29,1.5,0.005,0.005,14445018.58
9378531.586,1.5,0.005,0.005,6633818.876
8209244.07,1.5,0.005,0.005,5464531.36
31871073.285,1.5,0.005,0.005,29126360.575
5027337.93,1.5,0.005,0.005,2282625.22
6440053.41,1.5,0.005,0.005,3695340.7
5450872.674,1.5,0.005,0.005,2706159.964
9803379.335,1.5,0.005,0.005,7058666.625
11346879.617,1.5,0.005,0.005,8602166.907
9207834.755,1.5,0.005,0.005,6463122.045
10551391.043,1.5,0.005,0.005,7806678.333
7215946.452,1.5,0.005,0.005,4471233.742
23327095.877,1.5,0.005,0.005,20582383.167
5057602.237,1.5,0.005,0.005,2312889.527
10351487.745,1.5,0.005,0.005,7606775.035
7203766.278,1.5,0.005,0.005,4459053.568
8696116.733,1.5,0.005,0.005,5951404.023
9339781.51,1.5,0.005,0.005,6595068.8
8013087.14,1.5,0.005,0.005,5268374.43
57406173.415,1.5,0.005,0.005,54661460.705
11324037.921,1.5,0.005,0.005,8579325.211
5749669.726,1.5,0.005,0.005,3004957.016
6998115.945,1.5,0.005,0.005,4253403.235
53457847.958,1.5,0.005,0.005,50713135.248
3975437.815,1.5,0.005,0.005,1230725.105
8824946.274,1.5,0.005,0.005,6080233.564
8209192.804,1.5,0.005,0.005,5464480.094
4081786.68,1.5,0.005,0.005,1337073.97
10541961.316,1.5,0.005,0.005,7797248.606
17790663.065,1.5,0.005,0.005,15045950.355
45165788.969,1.5,0.005,0.005,42421076.259
4213116.14,1.5,0.005,0.005,1468403.43
4014364.109,1.5,0.005,0.005,1269651.399
5457426.706,1.5,0.005,0.005,2712713.996
8933727.85,1.5,0.005,0.005,6189015.14
3737497.655,1.5,0.005,0.005,992784.945
19274003.807,1.5,0.005,0.005,16529291.097
23538134.103,1.5,0.005,0.005,20793421.393
13882707.559,1.5,0.005,0.005,11137994.849
4080709.99,1.5,0.005,0.005,1335997.28
41095924.884,1.5,0.005,0.005,38351212.174
8224915.096,1.5,0.005,0.005,5480202.386
3325803.788,1.5,0.005,0.005,581091.078
3953855.92,1.5,0.005,0.005,1209143.21
10883451.808,1.5,0.005,0.005,8138739.098
8478774.612,1.5,0.005,0.005,5734061.902
